match_no,inningno,over,ballnumber,batter_id,bowler_id,score,outcome,comment
39,1,16.6,105,22,181,1,1,"Rashid Khan to Andre Russell, 1 run,"
39,1,17.1,106,22,156,4,4,"Noor Ahmad to Andre Russell, Four,"
39,1,17.2,107,22,156,1,1,"Noor Ahmad to Andre Russell, 1 run,"
39,1,17.3,108,188,156,0,w,"Noor Ahmad to Rinku Singh, no run,                           Wicket - c Josh Little b Noor Ahmad batsmen out 19(20)"
39,1,17.4,109,49,156,0,0,"Noor Ahmad to David Wiese, no run,"
39,1,17.5,110,49,156,0,0,"Noor Ahmad to David Wiese, no run,"
39,1,17.6,111,49,156,0,0,"Noor Ahmad to David Wiese, no run,"
39,1,18.1,112,22,92,1,1,"Josh Little to Andre Russell, 1 run,"
39,1,18.2,113,49,92,1,1,"Josh Little to David Wiese, 1 run,"
39,1,18.3,114,22,92,0,0,"Josh Little to Andre Russell, no run,"
39,1,18.4,115,22,92,2,2,"Josh Little to Andre Russell, 2 runs,"
39,1,18.5,116,22,92,1,1,"Josh Little to Andre Russell, 1 run,"
39,1,18.6,117,49,92,6,6,"Josh Little to David Wiese, Six,"
39,1,19.1,118,22,138,1,1,"Mohammed Shami to Andre Russell, 1 run,"
39,1,19.2,119,49,138,1,1,"Mohammed Shami to David Wiese, 1 run,"
39,1,19.3,120,22,138,0,0,"Mohammed Shami to Andre Russell, no run,"
39,1,19.4,121,22,138,6,6,"Mohammed Shami to Andre Russell, Six,"
39,1,19.5,122,22,138,4,4,"Mohammed Shami to Andre Russell, Four,"
39,1,19.6,123,22,138,0,w,"Mohammed Shami to Andre Russell, no run,                           Wicket - c R Tewatia b M Shami batsmen out 34(19)"
39,2,0.1,1,244,73,1,1,"Harshit Rana to Wriddhiman Saha, 1 run,"
39,2,0.2,2,213,73,1,1,"Harshit Rana to Shubman Gill, 1 run,"
39,2,0.3,3,244,73,1,1,"Harshit Rana to Wriddhiman Saha, 1 run,"
39,2,0.4,4,213,73,0,0,"Harshit Rana to Shubman Gill, no run,"
39,2,0.5,5,213,73,0,0,"Harshit Rana to Shubman Gill, no run,"
39,2,0.6,6,213,73,0,0,"Harshit Rana to Shubman Gill, no run,"
39,2,1.1,7,244,22,1,1,"Andre Russell to Wriddhiman Saha, 1 run,"
39,2,1.2,8,213,22,4,4,"Andre Russell to Shubman Gill, Four,"
39,2,1.3,9,213,22,0,0,"Andre Russell to Shubman Gill, no run,"
39,2,1.4,10,213,22,4,4,"Andre Russell to Shubman Gill, Four,"
39,2,1.5,11,213,22,1,1,"Andre Russell to Shubman Gill, 1 run,"
39,2,1.6,12,244,22,0,0,"Andre Russell to Wriddhiman Saha, no run,"
39,2,2.1,13,213,73,1,1,"Harshit Rana to Shubman Gill, 1 run,"
39,2,2.2,14,244,73,1,1,"Harshit Rana to Wriddhiman Saha, 1 run,"
39,2,2.3,15,213,73,4,4,"Harshit Rana to Shubman Gill, Four,"
39,2,2.4,16,213,73,4,4,"Harshit Rana to Shubman Gill, Four,"
39,2,2.5,17,213,73,4,4,"Harshit Rana to Shubman Gill, Four,"
39,2,2.6,18,213,73,1,1wd,"Harshit Rana to Shubman Gill, 1 wide,"
39,2,2.6,19,213,73,4,4,"Harshit Rana to Shubman Gill, Four,"
39,2,3.1,20,244,233,4,4,"Varun Chakravarthy to Wriddhiman Saha, Four,"
39,2,3.2,21,244,233,1,1,"Varun Chakravarthy to Wriddhiman Saha, 1 run,"
39,2,3.3,22,213,233,1,1,"Varun Chakravarthy to Shubman Gill, 1 run,"
39,2,3.4,23,244,233,1,1lb,"Varun Chakravarthy to Wriddhiman Saha, 1 leg bye,"
39,2,3.5,24,213,233,1,1,"Varun Chakravarthy to Shubman Gill, 1 run,"
39,2,3.6,25,244,233,1,1,"Varun Chakravarthy to Wriddhiman Saha, 1 run,"
39,2,4.1,26,244,22,0,w,"Andre Russell to Wriddhiman Saha, no run,                           Wicket - c Harshit Rana b AD Russell batsmen out 10(10)"
39,2,4.2,27,68,22,1,1,"Andre Russell to Hardik Pandya, 1 run,"
39,2,4.3,28,213,22,0,0,"Andre Russell to Shubman Gill, no run,"
39,2,4.4,29,213,22,1,1,"Andre Russell to Shubman Gill, 1 run,"
39,2,4.5,30,68,22,0,0,"Andre Russell to Hardik Pandya, no run,"
39,2,4.6,31,68,22,4,4,"Andre Russell to Hardik Pandya, Four,"
39,2,5.1,32,213,233,0,0,"Varun Chakravarthy to Shubman Gill, no run,"
39,2,5.2,33,213,233,4,4,"Varun Chakravarthy to Shubman Gill, Four,"
39,2,5.3,34,213,233,1,1,"Varun Chakravarthy to Shubman Gill, 1 run,"
39,2,5.4,35,68,233,0,0,"Varun Chakravarthy to Hardik Pandya, no run,"
39,2,5.5,36,68,233,0,0,"Varun Chakravarthy to Hardik Pandya, no run,"
39,2,5.6,37,68,233,0,0,"Varun Chakravarthy to Hardik Pandya, no run,"
39,2,6.1,38,213,219,4,4lb,"Suyash Sharma to Shubman Gill, 4 leg bye,"
39,2,6.2,39,213,219,1,1,"Suyash Sharma to Shubman Gill, 1 run,"
39,2,6.3,40,68,219,1,1,"Suyash Sharma to Hardik Pandya, 1 run,"
39,2,6.4,41,213,219,0,0,"Suyash Sharma to Shubman Gill, no run,"
39,2,6.5,42,213,219,4,4,"Suyash Sharma to Shubman Gill, Four,"
39,2,6.6,43,213,219,1,1,"Suyash Sharma to Shubman Gill, 1 run,"
39,2,7.1,44,213,216,1,1,"Sunil Narine to Shubman Gill, 1 run,"
39,2,7.2,45,68,216,2,2,"Sunil Narine to Hardik Pandya, 2 runs,"
39,2,7.3,46,68,216,1,1,"Sunil Narine to Hardik Pandya, 1 run,"
39,2,7.4,47,213,216,1,1,"Sunil Narine to Shubman Gill, 1 run,"
39,2,7.5,48,68,216,1,1,"Sunil Narine to Hardik Pandya, 1 run,"
39,2,7.6,49,213,216,1,1,"Sunil Narine to Shubman Gill, 1 run,"
39,2,8.1,50,213,219,0,0,"Suyash Sharma to Shubman Gill, no run,"
39,2,8.2,51,213,219,1,1,"Suyash Sharma to Shubman Gill, 1 run,"
39,2,8.3,52,68,219,4,4,"Suyash Sharma to Hardik Pandya, Four,"
39,2,8.4,53,68,219,1,1,"Suyash Sharma to Hardik Pandya, 1 run,"
39,2,8.5,54,213,219,1,1,"Suyash Sharma to Shubman Gill, 1 run,"
39,2,8.6,55,68,219,1,1,"Suyash Sharma to Hardik Pandya, 1 run,"
39,2,9.1,56,68,216,1,1,"Sunil Narine to Hardik Pandya, 1 run,"
39,2,9.2,57,213,216,1,1,"Sunil Narine to Shubman Gill, 1 run,"
39,2,9.3,58,68,216,6,6,"Sunil Narine to Hardik Pandya, Six,"
39,2,9.4,59,68,216,1,1,"Sunil Narine to Hardik Pandya, 1 run,"
39,2,9.5,60,213,216,1,1,"Sunil Narine to Shubman Gill, 1 run,"
39,2,9.6,61,68,216,1,1,"Sunil Narine to Hardik Pandya, 1 run,"
39,2,10.1,62,68,73,0,0,"Harshit Rana to Hardik Pandya, no run,"
39,2,10.2,63,68,73,1,1,"Harshit Rana to Hardik Pandya, 1 run,"
39,2,10.3,64,213,73,1,1,"Harshit Rana to Shubman Gill, 1 run,"
39,2,10.4,65,68,73,0,w,"Harshit Rana to Hardik Pandya, no run,                           Wicket - lbw b Harshit Rana batsmen out 26(20)"
39,2,10.5,66,235,73,0,0,"Harshit Rana to Vijay Shankar, no run,"
39,2,10.6,67,235,73,1,1,"Harshit Rana to Vijay Shankar, 1 run,"
39,2,11.1,68,235,216,1,1,"Sunil Narine to Vijay Shankar, 1 run,"
39,2,11.2,69,213,216,0,w,"Sunil Narine to Shubman Gill, no run,                           Wicket - c AD Russell b SP Narine batsmen out 49(35)"
39,2,11.3,70,47,216,0,0,"Sunil Narine to David Miller, no run,"
39,2,11.4,71,47,216,0,0,"Sunil Narine to David Miller, no run,"
39,2,11.5,72,47,216,4,4,"Sunil Narine to David Miller, Four,"
39,2,11.6,73,47,216,1,1,"Sunil Narine to David Miller, 1 run,"
39,2,12.1,74,47,219,0,0,"Suyash Sharma to David Miller, no run,"
39,2,12.2,75,47,219,1,1,"Suyash Sharma to David Miller, 1 run,"
39,2,12.3,76,235,219,2,2,"Suyash Sharma to Vijay Shankar, 2 runs,"
39,2,12.4,77,235,219,0,0,"Suyash Sharma to Vijay Shankar, no run,"
39,2,12.5,78,235,219,0,0,"Suyash Sharma to Vijay Shankar, no run,"
39,2,12.6,79,235,219,1,1,"Suyash Sharma to Vijay Shankar, 1 run,"
39,2,13.1,80,235,233,1,1,"Varun Chakravarthy to Vijay Shankar, 1 run,"
39,2,13.2,81,47,233,2,2,"Varun Chakravarthy to David Miller, 2 runs,"
39,2,13.3,82,47,233,0,0,"Varun Chakravarthy to David Miller, no run,"
39,2,13.4,83,47,233,1,1,"Varun Chakravarthy to David Miller, 1 run,"
39,2,13.5,84,235,233,1,1,"Varun Chakravarthy to Vijay Shankar, 1 run,"
39,2,13.6,85,47,233,4,4,"Varun Chakravarthy to David Miller, Four,"
39,2,14.1,86,235,219,1,1,"Suyash Sharma to Vijay Shankar, 1 run,"
39,2,14.2,87,47,219,6,6,"Suyash Sharma to David Miller, Six,"
39,2,14.3,88,47,219,6,6,"Suyash Sharma to David Miller, Six,"
39,2,14.4,89,47,219,1,1,"Suyash Sharma to David Miller, 1 run,"
39,2,14.5,90,235,219,4,4,"Suyash Sharma to Vijay Shankar, Four,"
39,2,14.6,91,235,219,0,0,"Suyash Sharma to Vijay Shankar, no run,"
39,2,15.1,92,47,22,2,2,"Andre Russell to David Miller, 2 runs,"
39,2,15.2,93,47,22,1,1,"Andre Russell to David Miller, 1 run,"
39,2,15.3,94,235,22,1,1wd,"Andre Russell to Vijay Shankar, 1 wide,"
39,2,15.3,95,235,22,2,2,"Andre Russell to Vijay Shankar, 2 runs,"
39,2,15.4,96,235,22,6,6,"Andre Russell to Vijay Shankar, Six,"
39,2,15.5,97,235,22,0,0,"Andre Russell to Vijay Shankar, no run,"
39,2,15.6,98,235,22,1,1,"Andre Russell to Vijay Shankar, 1 run,"
39,2,16.1,99,235,233,6,6,"Varun Chakravarthy to Vijay Shankar, Six,"
39,2,16.2,100,235,233,6,6,"Varun Chakravarthy to Vijay Shankar, Six,"
39,2,16.3,101,235,233,1,1,"Varun Chakravarthy to Vijay Shankar, 1 run,"
39,2,16.4,102,47,233,1,1,"Varun Chakravarthy to David Miller, 1 run,"
39,2,16.5,103,235,233,4,4lb,"Varun Chakravarthy to Vijay Shankar, 4 leg bye,"
39,2,16.6,104,235,233,6,6,"Varun Chakravarthy to Vijay Shankar, Six,"
39,2,17.1,105,47,155,1,1,"Nitish Rana to David Miller, 1 run,"
39,2,17.2,106,235,155,4,4,"Nitish Rana to Vijay Shankar, Four,"
39,2,17.3,107,235,155,1,1,"Nitish Rana to Vijay Shankar, 1 run,"
39,2,17.4,108,47,155,1,1,"Nitish Rana to David Miller, 1 run,"
39,2,17.5,109,235,155,6,6,"Nitish Rana to Vijay Shankar, Six,"
39,2,17.6,110,235,155,1,1wd,"Nitish Rana to Vijay Shankar, 1 wide,"
40,1,0.1,1,8,79,0,0,"Ishant Sharma to Abhishek Sharma, no run,"
40,1,0.2,2,8,79,4,4,"Ishant Sharma to Abhishek Sharma, Four,"
40,1,0.3,3,8,79,4,4,"Ishant Sharma to Abhishek Sharma, Four,"
40,1,0.4,4,8,79,0,0,"Ishant Sharma to Abhishek Sharma, no run,"
40,1,0.5,5,8,79,0,0,"Ishant Sharma to Abhishek Sharma, no run,"
40,1,0.6,6,8,79,0,0,"Ishant Sharma to Abhishek Sharma, no run,"
40,1,1.1,7,131,24,1,1wd,"Anrich Nortje to Mayank Agarwal, 1 wide,"
40,1,1.1,8,131,24,4,4,"Anrich Nortje to Mayank Agarwal, Four,"
40,1,1.2,9,131,24,0,0,"Anrich Nortje to Mayank Agarwal, no run,"
40,1,1.3,10,131,24,1,1wd,"Anrich Nortje to Mayank Agarwal, 1 wide,"
40,1,1.3,11,131,24,1,1,"Anrich Nortje to Mayank Agarwal, 1 run,"
40,1,1.4,12,8,24,0,0,"Anrich Nortje to Abhishek Sharma, no run,"
40,1,1.5,13,8,24,2,2,"Anrich Nortje to Abhishek Sharma, 2 runs,"
40,1,1.6,14,8,24,4,4,"Anrich Nortje to Abhishek Sharma, Four,"
40,1,2.1,15,131,79,0,0,"Ishant Sharma to Mayank Agarwal, no run,"
40,1,2.2,16,131,79,0,0,"Ishant Sharma to Mayank Agarwal, no run,"
40,1,2.3,17,131,79,0,w,"Ishant Sharma to Mayank Agarwal, no run,                           Wicket - c PD Salt b Ishant Sharma batsmen out 5(6)"
40,1,2.4,18,179,79,1,1,"Ishant Sharma to Rahul Tripathi, 1 run,"
40,1,2.5,19,8,79,2,2,"Ishant Sharma to Abhishek Sharma, 2 runs,"
40,1,2.6,20,8,79,4,4,"Ishant Sharma to Abhishek Sharma, Four,"
40,1,3.1,21,179,143,1,1,"Mukesh Kumar to Rahul Tripathi, 1 run,"
40,1,3.2,22,8,143,4,4,"Mukesh Kumar to Abhishek Sharma, Four,"
40,1,3.3,23,8,143,1,1,"Mukesh Kumar to Abhishek Sharma, 1 run,"
40,1,3.4,24,179,143,0,0,"Mukesh Kumar to Rahul Tripathi, no run,"
40,1,3.5,25,179,143,2,2,"Mukesh Kumar to Rahul Tripathi, 2 runs,"
40,1,3.6,26,179,143,6,6,"Mukesh Kumar to Rahul Tripathi, Six,"
40,1,4.1,27,8,135,0,0,"Mitchell Marsh to Abhishek Sharma, no run,"
40,1,4.2,28,8,135,0,0,"Mitchell Marsh to Abhishek Sharma, no run,"
40,1,4.3,29,8,135,1,1,"Mitchell Marsh to Abhishek Sharma, 1 run,"
40,1,4.4,30,179,135,1,1wd,"Mitchell Marsh to Rahul Tripathi, 1 wide,"
40,1,4.4,31,179,135,0,w,"Mitchell Marsh to Rahul Tripathi, no run,                           Wicket - c Manish Pandey b MR Marsh batsmen out 10(6)"
40,1,4.5,32,12,135,1,1,"Mitchell Marsh to Aiden Markram, 1 run,"
40,1,4.6,33,8,135,1,1,"Mitchell Marsh to Abhishek Sharma, 1 run,"
40,1,5.1,34,8,79,4,4,"Ishant Sharma to Abhishek Sharma, Four,"
40,1,5.2,35,8,79,0,0,"Ishant Sharma to Abhishek Sharma, no run,"
40,1,5.3,36,8,79,4,4,"Ishant Sharma to Abhishek Sharma, Four,"
40,1,5.4,37,8,79,0,0,"Ishant Sharma to Abhishek Sharma, no run,"
40,1,5.5,38,8,79,4,4,"Ishant Sharma to Abhishek Sharma, Four,"
40,1,5.6,39,8,79,4,4,"Ishant Sharma to Abhishek Sharma, Four,"
40,1,6.1,40,12,105,0,0,"Kuldeep Yadav to Aiden Markram, no run,"
40,1,6.2,41,12,105,1,1,"Kuldeep Yadav to Aiden Markram, 1 run,"
40,1,6.3,42,8,105,1,1,"Kuldeep Yadav to Abhishek Sharma, 1 run,"
40,1,6.4,43,12,105,0,0,"Kuldeep Yadav to Aiden Markram, no run,"
40,1,6.5,44,12,105,1,1,"Kuldeep Yadav to Aiden Markram, 1 run,"
40,1,6.6,45,8,105,6,6,"Kuldeep Yadav to Abhishek Sharma, Six,"
40,1,7.1,46,12,32,1,1,"Axar Patel to Aiden Markram, 1 run,"
40,1,7.2,47,8,32,1,1,"Axar Patel to Abhishek Sharma, 1 run,"
40,1,7.3,48,12,32,1,1,"Axar Patel to Aiden Markram, 1 run,"
40,1,7.4,49,8,32,1,1,"Axar Patel to Abhishek Sharma, 1 run,"
40,1,7.5,50,12,32,1,1,"Axar Patel to Aiden Markram, 1 run,"
40,1,7.6,51,8,32,0,0,"Axar Patel to Abhishek Sharma, no run,"
40,1,8.1,52,12,105,1,1,"Kuldeep Yadav to Aiden Markram, 1 run,"
40,1,8.2,53,8,105,1,1,"Kuldeep Yadav to Abhishek Sharma, 1 run,"
40,1,8.3,54,12,105,0,0,"Kuldeep Yadav to Aiden Markram, no run,"
40,1,8.4,55,12,105,1,1,"Kuldeep Yadav to Aiden Markram, 1 run,"
40,1,8.5,56,8,105,4,4,"Kuldeep Yadav to Abhishek Sharma, Four,"
40,1,8.6,57,8,105,0,0,"Kuldeep Yadav to Abhishek Sharma, no run,"
40,1,9.1,58,12,135,0,0,"Mitchell Marsh to Aiden Markram, no run,"
40,1,9.2,59,12,135,0,w,"Mitchell Marsh to Aiden Markram, no run,                           Wicket - c Axar Patel b MR Marsh batsmen out 8(13)"
40,1,9.3,60,71,135,0,0,"Mitchell Marsh to Harry Brook, no run,"
40,1,9.4,61,71,135,0,w,"Mitchell Marsh to Harry Brook, no run,                           Wicket - c Axar Patel b MR Marsh batsmen out 0(2)"
40,1,9.5,62,74,135,0,0,"Mitchell Marsh to Heinrich Klaasen, no run,"
40,1,9.6,63,74,135,0,0,"Mitchell Marsh to Heinrich Klaasen, no run,"
40,1,10.1,64,8,143,4,4,"Mukesh Kumar to Abhishek Sharma, Four,"
40,1,10.2,65,8,143,4,4,"Mukesh Kumar to Abhishek Sharma, Four,"
40,1,10.3,66,8,143,1,1wd,"Mukesh Kumar to Abhishek Sharma, 1 wide,"
40,1,10.3,67,8,143,1,1,"Mukesh Kumar to Abhishek Sharma, 1 run,"
40,1,10.4,68,74,143,1,1wd,"Mukesh Kumar to Heinrich Klaasen, 1 wide,"
40,1,10.4,69,74,143,0,0,"Mukesh Kumar to Heinrich Klaasen, no run,"
40,1,10.5,70,74,143,3,3nb,"Mukesh Kumar to Heinrich Klaasen, 3 no ball,"
40,1,10.5,71,74,143,4,4,"Mukesh Kumar to Heinrich Klaasen, Four,"
40,1,10.6,72,74,143,6,6,"Mukesh Kumar to Heinrich Klaasen, Six,"
40,1,11.1,73,8,32,1,1,"Axar Patel to Abhishek Sharma, 1 run,"
40,1,11.2,74,74,32,1,1,"Axar Patel to Heinrich Klaasen, 1 run,"
40,1,11.3,75,8,32,0,w,"Axar Patel to Abhishek Sharma, no run,                           Wicket - c David Warner b Axar Patel batsmen out 67(36)"
40,1,11.4,76,6,32,0,0,"Axar Patel to Abdul Samad, no run,"
40,1,11.5,77,6,32,0,0,"Axar Patel to Abdul Samad, no run,"
40,1,11.6,78,6,32,0,0,"Axar Patel to Abdul Samad, no run,"
40,1,12.1,79,74,105,1,1,"Kuldeep Yadav to Heinrich Klaasen, 1 run,"
40,1,12.2,80,6,105,1,1,"Kuldeep Yadav to Abdul Samad, 1 run,"
40,1,12.3,81,74,105,1,1,"Kuldeep Yadav to Heinrich Klaasen, 1 run,"
40,1,12.4,82,6,105,1,1,"Kuldeep Yadav to Abdul Samad, 1 run,"
40,1,12.5,83,74,105,1,1,"Kuldeep Yadav to Heinrich Klaasen, 1 run,"
40,1,12.6,84,6,105,6,6,"Kuldeep Yadav to Abdul Samad, Six,"
40,1,13.1,85,74,32,1,1,"Axar Patel to Heinrich Klaasen, 1 run,"
40,1,13.2,86,6,32,1,1,"Axar Patel to Abdul Samad, 1 run,"
40,1,13.3,87,74,32,1,1,"Axar Patel to Heinrich Klaasen, 1 run,"
40,1,13.4,88,6,32,1,1,"Axar Patel to Abdul Samad, 1 run,"
40,1,13.5,89,74,32,1,1,"Axar Patel to Heinrich Klaasen, 1 run,"
40,1,13.6,90,6,32,1,1,"Axar Patel to Abdul Samad, 1 run,"
40,1,14.1,91,6,24,4,4,"Anrich Nortje to Abdul Samad, Four,"
40,1,14.2,92,6,24,0,0,"Anrich Nortje to Abdul Samad, no run,"
40,1,14.3,93,6,24,2,2,"Anrich Nortje to Abdul Samad, 2 runs,"
40,1,14.4,94,6,24,1,1,"Anrich Nortje to Abdul Samad, 1 run,"
40,1,14.5,95,74,24,1,1,"Anrich Nortje to Heinrich Klaasen, 1 run,"
40,1,14.6,96,6,24,1,1,"Anrich Nortje to Abdul Samad, 1 run,"
40,1,15.1,97,6,32,1,1,"Axar Patel to Abdul Samad, 1 run,"
40,1,15.2,98,74,32,1,1wd,"Axar Patel to Heinrich Klaasen, 1 wide,"
40,1,15.2,99,74,32,1,1wd,"Axar Patel to Heinrich Klaasen, 1 wide,"
40,1,15.2,100,74,32,1,1,"Axar Patel to Heinrich Klaasen, 1 run,"
40,1,15.3,101,6,32,0,0,"Axar Patel to Abdul Samad, no run,"
40,1,15.4,102,6,32,1,1lb,"Axar Patel to Abdul Samad, 1 leg bye,"
40,1,15.5,103,74,32,6,6,"Axar Patel to Heinrich Klaasen, Six,"
40,1,15.6,104,74,32,6,6,"Axar Patel to Heinrich Klaasen, Six,"
40,1,16.1,105,6,135,1,1,"Mitchell Marsh to Abdul Samad, 1 run,"
40,1,16.2,106,74,135,1,1,"Mitchell Marsh to Heinrich Klaasen, 1 run,"
40,1,16.3,107,6,135,6,6,"Mitchell Marsh to Abdul Samad, Six,"
40,1,16.4,108,6,135,1,1,"Mitchell Marsh to Abdul Samad, 1 run,"
40,1,16.5,109,74,135,1,1,"Mitchell Marsh to Heinrich Klaasen, 1 run,"
40,1,16.6,110,6,135,0,w,"Mitchell Marsh to Abdul Samad, no run,                           Wicket - c PD Salt b MR Marsh batsmen out 28(21)"
40,1,17.1,111,74,24,6,6,"Anrich Nortje to Heinrich Klaasen, Six,"
40,1,17.2,112,74,24,1,1,"Anrich Nortje to Heinrich Klaasen, 1 run,"
40,1,17.3,113,17,24,0,0,"Anrich Nortje to Akeal Hosein, no run,"
40,1,17.4,114,17,24,1,1,"Anrich Nortje to Akeal Hosein, 1 run,"
40,1,17.5,115,74,24,1,1,"Anrich Nortje to Heinrich Klaasen, 1 run,"
40,1,17.6,116,17,24,1,1,"Anrich Nortje to Akeal Hosein, 1 run,"
40,1,18.1,117,17,135,4,4,"Mitchell Marsh to Akeal Hosein, Four,"
40,1,18.2,118,17,135,1,1wd,"Mitchell Marsh to Akeal Hosein, 1 wide,"
40,1,18.2,119,17,135,0,0,"Mitchell Marsh to Akeal Hosein, no run,"
40,1,18.3,120,17,135,1,1,"Mitchell Marsh to Akeal Hosein, 1 run,"
40,1,18.4,121,74,135,1,1,"Mitchell Marsh to Heinrich Klaasen, 1 run,"
40,1,18.5,122,17,135,0,0,"Mitchell Marsh to Akeal Hosein, no run,"
40,1,18.6,123,17,135,6,6,"Mitchell Marsh to Akeal Hosein, Six,"
40,1,19.1,124,74,24,4,4,"Anrich Nortje to Heinrich Klaasen, Four,"
40,1,19.2,125,74,24,2,2,"Anrich Nortje to Heinrich Klaasen, 2 runs,"
40,1,19.3,126,74,24,1,1,"Anrich Nortje to Heinrich Klaasen, 1 run,"
40,1,19.4,127,17,24,2,2,"Anrich Nortje to Akeal Hosein, 2 runs,"
40,1,19.5,128,17,24,1,1,"Anrich Nortje to Akeal Hosein, 1 run,"
40,1,19.6,129,74,24,2,2,"Anrich Nortje to Heinrich Klaasen, 2 runs,"
40,2,0.1,1,48,37,0,0,"Bhuvneshwar Kumar to David Warner, no run,"
40,2,0.2,2,48,37,0,w,"Bhuvneshwar Kumar to David Warner, no run,                           Wicket - b B Kumar batsmen out 0(2)"
40,2,0.3,3,135,37,1,1,"Bhuvneshwar Kumar to Mitchell Marsh, 1 run,"
40,2,0.4,4,161,37,4,4,"Bhuvneshwar Kumar to Philip Salt, Four,"
40,2,0.5,5,161,37,2,2,"Bhuvneshwar Kumar to Philip Salt, 2 runs,"
40,2,0.6,6,161,37,0,0,"Bhuvneshwar Kumar to Philip Salt, no run,"
40,2,1.1,7,135,17,1,1,"Akeal Hosein to Mitchell Marsh, 1 run,"
40,2,1.2,8,161,17,4,4,"Akeal Hosein to Philip Salt, Four,"
40,2,1.3,9,161,17,1,1,"Akeal Hosein to Philip Salt, 1 run,"
40,2,1.4,10,135,17,1,1,"Akeal Hosein to Mitchell Marsh, 1 run,"
40,2,1.5,11,161,17,1,1,"Akeal Hosein to Philip Salt, 1 run,"
40,2,1.6,12,135,17,0,0,"Akeal Hosein to Mitchell Marsh, no run,"
40,2,2.1,13,161,37,0,0,"Bhuvneshwar Kumar to Philip Salt, no run,"
40,2,2.2,14,161,37,2,2,"Bhuvneshwar Kumar to Philip Salt, 2 runs,"
40,2,2.3,15,161,37,1,1,"Bhuvneshwar Kumar to Philip Salt, 1 run,"
40,2,2.4,16,135,37,0,0,"Bhuvneshwar Kumar to Mitchell Marsh, no run,"
40,2,2.5,17,135,37,1,1,"Bhuvneshwar Kumar to Mitchell Marsh, 1 run,"
40,2,2.6,18,161,37,4,4,"Bhuvneshwar Kumar to Philip Salt, Four,"
40,2,3.1,19,135,17,0,0,"Akeal Hosein to Mitchell Marsh, no run,"
40,2,3.2,20,135,17,6,6,"Akeal Hosein to Mitchell Marsh, Six,"
40,2,3.3,21,135,17,0,0,"Akeal Hosein to Mitchell Marsh, no run,"
40,2,3.4,22,135,17,1,1lb,"Akeal Hosein to Mitchell Marsh, 1 leg bye,"
40,2,3.5,23,161,17,4,4,"Akeal Hosein to Philip Salt, Four,"
40,2,3.6,24,161,17,1,1,"Akeal Hosein to Philip Salt, 1 run,"
40,2,4.1,25,161,221,0,0,"T Natarajan to Philip Salt, no run,"
40,2,4.2,26,161,221,1,1,"T Natarajan to Philip Salt, 1 run,"
40,2,4.3,27,135,221,2,2,"T Natarajan to Mitchell Marsh, 2 runs,"
40,2,4.4,28,135,221,6,6,"T Natarajan to Mitchell Marsh, Six,"
40,2,4.5,29,135,221,1,1,"T Natarajan to Mitchell Marsh, 1 run,"
40,2,4.6,30,161,221,1,1,"T Natarajan to Philip Salt, 1 run,"
40,2,5.1,31,161,17,4,4,"Akeal Hosein to Philip Salt, Four,"
40,2,5.2,32,161,17,4,4,"Akeal Hosein to Philip Salt, Four,"
40,2,5.3,33,161,17,1,1,"Akeal Hosein to Philip Salt, 1 run,"
40,2,5.4,34,135,17,1,1,"Akeal Hosein to Mitchell Marsh, 1 run,"
40,2,5.5,35,161,17,0,0,"Akeal Hosein to Philip Salt, no run,"
40,2,5.6,36,161,17,1,1,"Akeal Hosein to Philip Salt, 1 run,"
40,2,6.1,37,161,229,4,4,"Umran Malik to Philip Salt, Four,"
40,2,6.2,38,161,229,1,1,"Umran Malik to Philip Salt, 1 run,"
40,2,6.3,39,135,229,6,6,"Umran Malik to Mitchell Marsh, Six,"
40,2,6.4,40,135,229,6,6,"Umran Malik to Mitchell Marsh, Six,"
40,2,6.5,41,135,229,1,1,"Umran Malik to Mitchell Marsh, 1 run,"
40,2,6.6,42,161,229,4,4,"Umran Malik to Philip Salt, Four,"
40,2,7.1,43,135,133,1,1,"Mayank Markande to Mitchell Marsh, 1 run,"
40,2,7.2,44,161,133,1,1,"Mayank Markande to Philip Salt, 1 run,"
40,2,7.3,45,135,133,1,1,"Mayank Markande to Mitchell Marsh, 1 run,"
40,2,7.4,46,161,133,1,1,"Mayank Markande to Philip Salt, 1 run,"
40,2,7.5,47,135,133,1,1,"Mayank Markande to Mitchell Marsh, 1 run,"
40,2,7.6,48,161,133,1,1,"Mayank Markande to Philip Salt, 1 run,"
40,2,8.1,49,161,8,1,1,"Abhishek Sharma to Philip Salt, 1 run,"
40,2,8.2,50,135,8,0,0,"Abhishek Sharma to Mitchell Marsh, no run,"
40,2,8.3,51,135,8,4,4,"Abhishek Sharma to Mitchell Marsh, Four,"
40,2,8.4,52,135,8,6,6,"Abhishek Sharma to Mitchell Marsh, Six,"
40,2,8.5,53,135,8,1,1,"Abhishek Sharma to Mitchell Marsh, 1 run,"
40,2,8.6,54,161,8,0,0,"Abhishek Sharma to Philip Salt, no run,"
40,2,9.1,55,135,133,1,1,"Mayank Markande to Mitchell Marsh, 1 run,"
40,2,9.2,56,161,133,4,4,"Mayank Markande to Philip Salt, Four,"
40,2,9.3,57,161,133,1,1,"Mayank Markande to Philip Salt, 1 run,"
40,2,9.4,58,135,133,0,0,"Mayank Markande to Mitchell Marsh, no run,"
